#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
eunuch;Eunuch;Eunuque;Eunuch;;Eunuco;;;;;;;;;x
EVTDESCLoR.877;You set sail with your flagship for the island Kyrillos indicated in his letter. The pirate king has already arrived at the small, barren island and you make your landing with a small shore party of trusted Varangian Guardsmen. Kyrillos stands surrounded by his brigands.\n\n"I hope ye brought plenty of gold," Kyrillos says. "The secret of Greek fire is an expensive one, but I'm sure ye know its value better than anyone." The pirates push a frail old man holding a scroll forwards, and you grudgingly provide the ransom. "My apologies about the warehouse and docks," the pirate king says with a smile. "We had to cover our tracks." With the deal concluded, both groups depart on their ships.;Vous prenez la mer avec votre vaisseau amiral vers l'île que Kyrillos a indiquée dans sa lettre. Le roi pirate est déjà sur cette petite île aride et vous débarquez avec Eleni et un groupe de gardes varègues fiables. Kyrillos est là, debout, entouré de ses brigands.\n\n «J'espère que vous avez apporté beaucoup d'or», dit Kyrillos. «Le secret du feu grégeois est coûteux, mais je suis sûr que vous savez sa valeur mieux que quiconque.» Les pirates poussent un vieil homme frêle tenant un rouleau de parchemin à la main, et vous faites à contrecoeur apporter le coffre de la rançon. «Je vous présente mes excuses au sujet de l'entrepôt et des docks», dit le Roi des Pirates avec un sourire. «Nous avons dû brouiller les pistes.» Dès l'accord conclu, les deux groupes repartent sur leurs navires.;Ihr stecht mit Eurem Flaggschiff in Richtung der Insel, wie in Kyrillos Brief angegeben, in See. Der Piratenkönig ist bereits auf der kleinen, kargen Insel eingetroffen und Ihr landet mit einem kleinen Landungstrupp aus vertrauenswürdigen Warägern an. Kyrillos ist von seinen Piraten umgeben.\n\n"Ich hoffe, dass du eine Menge Gold dabei hast", begrüßt Euch Kyrillos. "Das Geheimnis des griechischen Feuers ist teuer, aber ich bin mir sicher, Ihr kennt seinen Wert besser als sonst jemand." Die Piraten drängen einen alten gebrechlichen Mann nach vorne, der eine Schriftrolle hält, und Ihr liefert ihnen widerwillig das Lösegeld. "Entschuldigung wegen des Lagerhauses", witzelt Kyrillos. "Wir mussten unsere Spuren bedecken." Nach beendetem Handel gehen beide Gruppen wieder auf ihre Schiffe.";;Embarcas con tu buque insignia en busca de la isla indicada en la carta de Kyrillos. El rey pirata ya ha llegado a la pequeña y yerma isla y tú debes desembarcar con Despina y un reducido destacamento de fieles Guardas de varega en una pequeña orilla. \n\n"Libera a la chica", Kyrillos grita desde donde se encuentra rodeado de sus bandoleros. "Vos recuperaréis vuestro alquimista y la fórmula, por mi honor." Los piratas empujan hacia adelante a un débil anciano que sujeta un manuscrito. Y tú haces lo mismo con la hija de Kyrillos. "Mis disculpas por lo del almacén y los muelles" Dice el rey pirata dibujando una sonrisa. "Teníamos que borrar nuestras huellas". Con el intercambio concluido, ambos grupos vuelven a sus respectivos barcos.;;;;;;;;;x
EVTTOOLTIPLoR.878;Your ship hoists its sails.;Votre navire lève les voiles.;Euer Schiff hisst die Segel.;;Tu barco iza sus velas.;;;;;;;;;x
ship_hoists_sails;Your ship hoists its sails.;Votre navire lève les voiles.;Euer Schiff hisst die Segel.;;Tu barco iza sus velas.;;;;;;;;;x
liquid_fire_settled;This affair has been settled.;Cette affaire est réglée.;Diese Angelegenheit ist geklärt.;;Este asunto ha sido resuelto.;;;;;;;;;x
EVTNAMELoR.878;Returning Home;Le Retour à la maison;Heimkehr;;Volviendo a casa;;;;;;;;;x
EVTDESCLoR.878;You set course for Constantinople and your men confirm that the old man is indeed one of the missing alchemists. The formula he brought also seems genuine. Before you reach the Dardanelles you meet up with the rest of your fleet. The ambush you planned was a success! They managed to intercept Kyrillos and his galley, and after a fierce struggle they captured both the pirate king and his daughter.\n\nWith the secrets of liquid fire safely returned to the Empire, and with the criminals who stole it tied up in the hold of your ship, it seems this matter can finally be put to rest. As you approach the Bosphorus and the shining city of Constantinople comes into view, you take a deep breath of fresh sea air. It is good to be [Root.GetTitle].;Vous naviguez vers Constantinople et vos hommes confirment que le vieil homme est vraiment l'un des alchimistes manquants. La formule qu'il a apportée semble aussi être authentique. Vous rencontrez le reste de la flotte un peu avant les Dardanelles. Le guet-apens que vous avez prévu a été un succès! Ils ont réussi à intercepter Kyrillos et son navire et, après une lutte acharnée, ont capturé la fois le Roi des Pirates et sa fille.\n\nAvec les secrets du feu liquide restitués intacts à l'Empire, et avec les criminels qui l'ont volé enchaînés au fond de la cale de votre navire, il semble que cette affaire soit enfin terminée. Lorsque vous approchez du Bosphore et que la brillante ville de Constantinople est en vue, vous prenez une bonne bouffée d'air marin. Qu'il est bon d'être [Root.GetTitle].;Ihr nehmt Kurs auf Konstantinopel und Eure Männer bestätigen, dass der alte Mann tatsächlich einer der vermissten Alchemisten ist. Auch die Formel, die er dabei hat, scheint echt zu sein. Bevor Ihr die Dardanellen erreicht, trefft Ihr auf den Rest Eurer Flotte. Der Hinterhalt, den Ihr geplant habt, war ein voller Erfolg! Eure Schiffe haben es geschafft, Kyrillos und seine Galeere abzufangen. Nach einem heftigen Kampf konnte der Piratenkönig und seine Tochter gefangen genommen werden.\n\nMit dem Geheimnis des flüssigen Feuers und der Gefangennahme der Verbrecher, die es stahlen, kehrt Ihr sicher in Euer Imperium zurück. Als Eure Flotte den Bosporus erreicht und die glitzernde Stadt Konstantinopel in Sicht kommt, nehmt Ihr einen tiefen Atemzug frischer Meeresluft. Es ist gut, [Root.GetTitle] zu sein.;;Pones rumbo a Constantinopla y tus hombres confirman que el viejo es, de hecho, uno de los alquimistas desaparecidos. La fórmula que trajo también parece auténtica. Antes de llegar a Dardanelos te juntas con el resto de su flota. ¡La emboscada que planeaste fue un éxito! Se las arreglaron para interceptar Kyrillos y su galera, y después de una lucha feroz capturaron el rey pirata y su hija.\n\nCon los secretos del fuego líquido devueltos y puestos a salvo en el Imperio, y con los criminales que los robaron atados en la bodega de tu barco, parece que este asunto puede finalmente cerrarse. Al aproximarte a Bósforo y cuando la reluciente ciudad de Constantinopla está ya a la vista, respiras profundamente aire fresco del mar. Está bien ser [Root.GetTitle].;;;;;;;;;x
EVTOPTALoR.878;Bring us in to dock.;Accostez-nous aux quais.;Bringt uns zum Kai.;;Llévanos al muelle.;;;;;;;;;x
EVTDESCLoR.879;You set course for Constantinople and your men confirm that the old man is indeed one of the missing alchemists. The formula he brought also seems genuine. Before you reach the Dardanelles you meet up with the rest of your fleet. The ambush you planned was a success! They managed to intercept Kyrillos and his galley, and after a fierce struggle they captured both the pirate king and the ransom.\n\nWith the secrets of liquid fire safely returned to the Empire, and with the criminal who stole it tied up in the hold of your ship, it seems this matter can finally be put to rest. As you approach the Bosphorus and the shining city of Constantinople comes into view, you take a deep breath of fresh sea air. It is good to be [Root.GetTitle].;Vous naviguez vers Constantinople et vos hommes confirment que le vieil homme est vraiment l'un des alchimistes manquants. La formule qu'il a apportée semble aussi être authentique. Vous rencontrez le reste de la flotte un peu avant les Dardanelles. Le guet-apens que vous avez prévu a été un succès! Ils ont réussi à intercepter Kyrillos et son navire et, après une lutte acharnée, ont capturé la fois le Roi des Pirates et repris la rançon.\n\nAvec les secrets du feu liquide ont été restitués intacts à l'Empire, et avec les criminels qui l'ont volé enchaînés au fond de la cale de votre navire, il semble que cette affaire soit enfin terminée. Lorsque vous approchez du Bosphore et que la brillante ville de Constantinople est en vue, vous prenez une bonne bouffée d'air marin. Qu'il est bon d'être [Root.GetTitle].;Ihr nehmt Kurs auf Konstantinopel und Eure Männer bestätigen, dass der alte Mann tatsächlich einer der vermissten Alchemisten ist. Auch die Formel, die er dabei hat, scheint echt zu sein. Bevor Ihr die Dardanellen erreicht, trefft Ihr auf den Rest Eurer Flotte. Euer Hinterhalt war ein Erfolg! Sie haben es geschafft, Kyrillos und seine Galeere abzufangen. Nach einem heftigen Kampf konnten sie den Piratenkönig festnehmen und sich das Lösegeld wieder aneignen.\n\nMit dem Geheimnis des flüssigen Feuers und der Gefangennahme des Verbrechers, der es stahl, kehrt Ihr sicher in Euer Imperium zurück. Als Eure Flotte den Bosporus erreicht und die glitzernde Stadt Konstantinopel in Sicht kommt, nehmt Ihr einen tiefen Atemzug frischer Meeresluft. Es ist gut, [Root.GetTitle] zu sein.;;Pones rumbo a Constantinopla y tus hombres confirman que el viejo es, de hecho, uno de los alquimistas desaparecidos. La fórmula que trajo también parece auténtica. Antes de llegar a Dardanelos te juntas con el resto de su flota. ¡La emboscada que planeaste fue un éxito! Se las arreglaron para interceptar Kyrillos y su galera, y después de una lucha feroz capturaron el rey pirata y un gran botín.\n\nCon los secretos del fuego líquido devueltos y puestos a salvo en el Imperio, y con el criminal que los robó atado en la bodega de tu barco, parece que este asunto puede finalmente cerrarse. Al aproximarte a Bósforo y cuando la reluciente ciudad de Constantinopla está ya a la vista, respiras profundamente  aire fresco del mar. Está bien ser [Root.GetTitle].;;;;;;;;;x
EVTDESCLoR.880;You set course for Constantinople and your men confirm that the old man is indeed one of the missing alchemists. The formula he brought also seems genuine. Before you reach the Dardanelles you meet up with the rest of your fleet... or what remains of it. The ambush you planned was a failure, as they in turn were ambushed by Kyrillos' fleet! Only a few ships managed to escape and any hope of capturing the pirate king has now been lost.\n\nThe secrets of liquid fire have been returned to the Empire, but only at great cost. It is with a heavy heart you approach the Bosphorus. When Constantinople comes into view, the sky behind the great city is covered in dark stormclouds. Being [Root.GetTitle] is not all it was cracked up to be.;Vous naviguez vers Constantinople et vos hommes confirment que le vieil homme est vraiment l'un des alchimistes manquants. La formule qu'il a apportée semble aussi être authentique. Vous rencontrez le reste de la flotte un peu avant les Dardanelles... Ou du moins ce qu'il en reste. Le guet-apens que vous avez prévu a été un lamentable échec, car ils ont été pris dans une seconde embuscade par la flotte de Kyrillos! Seuls quelques bateaux ont réussi à s'échapper et tout espoir de capturer le Roi des Pirates a été perdu. \n\nMais les secrets de feu liquide ont été restitués à l'Empire, même si ce le fut que au prix fort. C'est avec le coeur lourd que vous approchez du Bosphore. Quand Constantinople est en vue, le ciel est couvert de nuages menaçants et sombres. Être [Root.GetTitle], ce n'est pas que du bonheur.;Ihr nehmt Kurs auf Konstantinopel und Eure Männer bestätigen, dass der alte Mann tatsächlich einer der vermissten Alchemisten ist. Auch die Formel, die er dabei hat, scheint echt zu sein. Bevor Ihr die Dardanellen erreicht, trefft Ihr auf den Rest Eurer Flotte ... oder das, was davon noch übrig ist. Der Hinterhalt ging schief, da sie wiederum in einen Hinterhalt von Kyrillos Flotte geraten ist! Nur einige Schiffe konnten entkommen und jede Hoffnung, den Piratenkönig gefangen zu nehmen, ging unter.\n\nDie Geheimnisse des flüssigen Feuers wurden teuer erkauft. Mit schwerem Herzen erreicht Ihr den Bosporus. Als Konstantinopel in Sicht kommt, ist der Himmel hinter der Stadt durch Gewitterwolken verdunkelt. [Root.GetTitle] zu sein ist nicht immer einfach.;;Pones rumbo a Constantinopla y tus hombres confirman que el viejo es, de hecho, uno de los alquimistas desaparecidos. La fórmula que trajo también parece auténtica. Antes de llegar a Dardanelos te juntas con el resto de su flota... o lo que queda de ella. ¡La emboscada que planeaste fue un fracaso dado que a su vez, la flota de Kyrillos preparó otra emboscada! Solamente unos pocos barcos lograron escapar y se perdió cualquier esperanza de capturar al rey pirata. \n\n Los secretos del fuego líquido han sido devueltos al Imperio pero pagando un precio muy elevado. Acongojado, te aproximas a Bósforo. Cuando empiezas a ver Constantinopla, el cielo de la gran ciudad está cubierto de oscuros nubarrones. Ser [Root.GetTitle] no es en absoluto tan bueno como lo pintan.;;;;;;;;;x
EVTDESCLoR.881;You set course for Constantinople and your men confirm that the old man is indeed one of the missing alchemists. The formula he brought also seems genuine. While it pains you greatly to give in to the demands of criminals, you simply could not see any alternative way of solving this matter.\n\nThe secrets of liquid fire have been returned to the Empire, but only at great cost. It is with a heavy heart you approach the Bosphorus. When Constantinople comes into view, the sky behind the great city is covered in dark stormclouds. Being [Root.GetTitle] is not all it was cracked up to be.;Vous vous dirigez vers Constantinople et vos hommes confirment que le vieil homme est vraiment l'un des alchimistes manquants. La formule qu'il a apportée semble aussi être authentique. Alors que vous souffrez grandement d'avoir eu à accéder aux demandes des criminels, vous tentez de vous convaincre qu'il n'y avait pas d'autre solution. \n\nMais les secrets de feu liquide ont été restitués à l'Empire, même si ce le fut que au prix fort. C'est avec le coeur lourd que vous approchez du Bosphore. Quand Constantinople est en vue, le ciel est couvert de nuages menaçants et sombres. Être [Root.GetTitle], ce n'est pas que du bonheur.;Ihr nehmt Kurs auf Konstantinopel und Eure Männer bestätigen, dass der alte Mann tatsächlich einer der vermissten Alchemisten ist. Auch die Formel, die er dabei hat, scheint echt zu sein. Obwohl es Euch schmerzt, dass Ihr den Forderungen eines Kriminellen nachgeben musstet, so habt Ihr keine Alternative gesehen, um die Angelegenheit zu lösen. Es war Euch einfach viel wichtiger, wieder in den Besitz der Formel des flüssigen Feuers zu kommen.\n\nDie Geheimnisse des flüssigen Feuers sind teuer erkauft worden. Ihr erreicht mit schwerem Herzen den Bosporus. Als Konstantinopel in Sicht kommt, ist der Himmel hinter der Stadt durch Gewitterwolken verdunkelt. [Root.GetTitle] zu sein ist nicht immer einfach.;;Pones rumbo a Constantinopla y tus hombres confirman que el viejo es, de hecho, uno de los alquimistas desaparecidos. La fórmula que trajo también parece auténtica. Aunque te duele enormemente haber cedido frente a las demandas de los criminales, simplemente no pudiste encontrar ninguna alternativa para solucionar el asunto. \n\n Los secretos del fuego líquido han sido devueltos al Imperio pero pagando un precio muy elevado. Acongojado, te aproximas a Bosphorus. Cuando empiezas a ver Constantinopla, el cielo de la gran ciudad está cubierto de oscuros nubarrones. Ser [Root.GetTitle] no es en absoluto tan bueno como lo pintan.;;;;;;;;;x
