#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
INSULT_PIGFACE;pigface;de face de cochon;[Root.GetGesichtskrapfenHackfresse];;caracerdo;;;;;;;;;x # child - chaste gluttonous
EVTDESC_RIP_4021_BAD;You attempt to follow [physician_target.GetFirstName] in [physician_target.GetHerHis] work, but it doesn't take long before the intense fumes permeating [physician_target.GetFirstName]'s laboratory gets to you. After only a few hours you have to evacuate, and you have got a splitting headache! At least you learned something.;Vous essayez de suivre [physician_target.GetFirstName] dans son travail, mais d'intenses d'exhalaisons envahissant le laboratoire de [physician_target.GetFirstName] vous perturbent. Au bout de quelques heures, vous devez évacuer, et vous avez une migraine atroce ! Au moins, vous avez appris quelque chose.;Ihr versucht, [physician_target.GetFirstName] bei der Arbeit zuzusehen, doch schon nach kurzer Zeit setzen Euch die stechenden Dämpfe im Labor zu. Nach nur wenigen Stunden haltet Ihr es nicht mehr aus und Ihr ergreift mit rasenden Kopfschmerzen die Flucht. Immerhin habt Ihr etwas dabei gelernt.;;Intentas seguir a [physician_target.GetFirstName] en [physician_target.GetHerHis] trabajo, pero no pasa mucho antes de que el humo intenso que impregna el laboratorio de [physician_target.GetFirstName] te afecte. ¡Al cabo de unas pocas horas tienes que marcharte y tienes un dolor de cabeza terrible! Al menos aprendiste algo.;;;;;;;;;x
EVTDESC_RIP_4021_TERRIBLE;You barely make it into [physician_target.GetFirstName]'s lab before you stumble and tip over an entire table of surgeon's tools! Some of the sharpened blades tear your skin and cause you to bleed. [physician_target.GetFirstName] hurries to patch you up, but the wound won't stop bleeding, perhaps the blade was covered in something foul?;À peine dans le laboratoire de [physician_target.GetFirstName], vous trébuchez sur une table pleine d'outils de chirurgie ! Certaines des lames aiguisées déchirent votre peau et vous font saigner. [physician_target.GetFirstName] se dépêche de vous rafistoler, mais la blessure n'arrête pas de saigner. Y avait-il un produit néfaste sur la lame ?;Schon beim Betreten des Labors von [physician_target.GetFirstName] stolpert Ihr und reißt einen ganzen Tisch voller chirurgischer Instrumente um! Einige der rasiermesserscharfen Klingen fügen Euch tiefe Schnitte zu. [physician_target.GetFirstName] verarztet Euch hastig, doch die Wunde hört einfach nicht auf, zu bluten. Vielleicht war die Klinge mit irgendetwas verschmutzt?;;¡No has hecho más que entrar en el laboratorio de [physician_target.GetFirstName] antes de tropezar y volcar una mesa entera de los instrumentos quirúrgicos! Algunas de las cuchillas afiladas te cortan la piel y te hacen sangrar. [physician_target.GetFirstName] se apresura en vendarte, pero la herida no deja de sangrar, ¿tal vez la cuchilla estaba cubierta de algo asqueroso?;;;;;;;;;x
EVTOPTA_RIP_4021;...and the taste was divine!;...et le goût était divin !;... und der Geschmack war vorzüglich!;;¡Y sabía estupendamente!;;;;;;;;;x
EVTOPTB_RIP_4021;I thoroughly enjoyed that!;J'ai vraiment apprécié ces moments !;Das habe ich überaus genossen!;;¡Lo disfruté profundamente!;;;;;;;;;x
EVTOPTC_RIP_4021;Very interesting, but now I have a realm to rule.;C'était intéressant, mais j'ai un pays à gouverner à présent.;Sehr interessant, aber nun sollte ich mich wieder ans Regieren machen.;;Muy interesante, pero ahora tengo un reino que gobernar.;;;;;;;;;x
EVTOPTD_RIP_4021;My poor head!;Ma pauvre tête !;Mein armer Schädel!;;¡Mi pobre cabeza!;;;;;;;;;x
EVTOPTE_RIP_4021;Not what I planned...;Ce n'est pas ce que j'avais prévu...;Nicht, was ich geplant hatte ...;;No es lo que había planeado...;;;;;;;;;x
physician_learning_custom_tooltip;Join [physician_target.GetFirstName] in [physician_target.GetHerHis] lab for a few days;Rejoint [physician_target.GetFirstName] dans son laboratoire pendant quelques jours;Verbringt einige Tage im Labor von [physician_target.GetFirstName].;;Únete a [physician_target.GetFirstName] en [physician_target.GetHerHis] laboratorio durante unos días.;;;;;;;;;x
successful_treatment_1_desc;This character has been decently treated by a Court Physician.;Ce personnage a été décemment soigné par un physicien de la Cour.;Diese Person wurde annehmbar von einem Hofarzt behandelt.;;Este personaje ha sido tratado decentemente por un médico de la corte.;;;;;;;;;x
successful_treatment_2_desc;This character has been successfully treated by a Court Physician.;Ce personnage a été soigné avec succès par un physicien de la Cour.;Diese Person wurde erfolgreich von einem Hofarzt behandelt.;;Este personaje ha sido tratado exitosamente por un médico de la corte.;;;;;;;;;x
successful_treatment_3_desc;This character has been masterfully treated by a Court Physician.;Ce personnage a été soigné magistralement par un physicien de la Cour.;Diese Person wurde ausgezeichnet von einem Hofarzt behandelt.;;Este personaje ha sido tratado magistralmente por un médico de la corte.;;;;;;;;;x
failed_treatment_1_desc;A Court Physician has failed in treating this characters illness.;Un physicien de la cour a échoué à soigner la maladie de ce personnage.;Ein Hofarzt hat bei der Behandlung der Krankheit dieser Person versagt.;;Un médico de la corte ha fracasado en el tratamiento de la enfermedad de este personaje;;;;;;;;;x
failed_treatment_2_desc;A Court Physician has completely botched the treatment of this characters illness.;Un physicien de la cour a bâclé le traitement de la maladie de ce personnage.;Ein Hofarzt hat bei der Behandlung der Krankheit dieser Person völlig versagt.;;Un médico de la corte ha arruinado completamente el tratamiento de la enfermedad de este personaje.;;;;;;;;;x
mystic_treatment_decent_desc;This character has received an esoteric brand of treatment from a Mystic Court Physician.;Ce personnage a reçu un traitement ésotérique de la part d'un physicien de la Cour mystique.;Diese Person hat eine esoterische Behandlung durch einen Mystiker-Hofarzt erhalten.;;Este personaje ha recibido un tratamiento esotérico de un Médico Místico de la corte.;;;;;;;;;x
mystic_treatment_poor_desc;This character has received an esoteric brand of treatment from a Mystic Court Physician and does not feel very well.;Ce personnage a reçu un traitement ésotérique de la part d'un physicien de la Cour mystique et ne se sent pas très bien.;Diese Person hat eine esoterische Behandlung durch einen Mystiker-Hofarzt erhalten und fühlt sich nicht sehr gut.;;Este personaje ha recibido un tratamiento esotérico de un Médico Místico de la corte y no se siente muy bien.;;;;;;;;;x
mystic_treatment_terrible_desc;This character has received an esoteric brand of treatment from a Mystic Court Physician and is close to death.;Ce personnage a reçu un traitement ésotérique de la part d'un physicien de la Cour mystique et est proche de la mort.;Diese Person hat eine esoterische Behandlung durch einen Mystiker-Hofarzt erhalten und ist dem Tode nahe.;;Este personaje ha recibido un tratamiento esotérico de un Médico Místico de la corte y está cerca de la muerte.;;;;;;;;;x
ask_to_leave_court;Ask to Leave Court;Demander de quitter la Cour;Um Verlassen des Hofs bitten;;Pedir que abandone la corte;;;;;;;;;x
ask_to_leave_court_desc;You are not sure when §Y[Root.GetFullName]§! joined your court or what [Root.GetSheHe]'s doing here.\n\nIf you were to ask §Y[Root.GetFullName]§! to leave, the court would feel less crowded...;Vous ne savez pas quand §Y[Root.GetFullName]§! a rejoint votre Cour ni même ce qu'[Root.GetIlElle] fait là.\n\nSi vous lui demandiez de partir, la Cour serait moins bondée...;Ihr seid Euch nicht sicher, seit wann §Y[Root.GetFullName]§! sich an Eurem Hof befindet und was [Root.GetSheHe] hier eigentlich macht.\n\nWenn Ihr §Y[Root.GetFullName]§! darum bitten würdet, zu gehen, wäre Euer Hof weniger überlaufen ...;;No estás seguro/a de cuándo §Y[Root.GetFullName]§! se unió a la corte o qué hace [Root.GetSheHe] aquí.\n\nSi pidieses a §Y[Root.GetFullName]§! que se marchase, la corte parecería menos llena...;;;;;;;;;x
HINT_CLOSE;Close Window;Fermer la fenêtre;Fenster schließen;;Cerrar ventana;;;;;;;;;x
desc_jewish_settlement_province;A large Jewish community has settled in this county, their merchants significantly contributing to the commerce of the county.;Une grande communauté juive s'est installée dans ce comté. Ses marchands contribuent significativement au commerce de celui-ci.;In dieser Grafschaft hat sich eine große jüdische Gemeinde niedergelassen, deren Kaufleute die Wirtschaft der Grafschaft bedeutend stärken.;;Una gran comunidad judía se ha instalado en este condado, sus comerciantes contribuyen significativamente al comercio del condado.;;;;;;;;;x
desc_glorious_monument_province;This magnificent structure depicts a local ruler. It is clearly visible by visiting merchants, and stories regarding its greatness travel far and wide.;Ce magnifique monument dépeint un chef local. Il est facilement visible par les marchands de passage, ce qui fait que les histoires au sujet de sa grandeur se répandent au loin.;Dieses wundervolle Gebilde stellt einen örtlichen Herrscher dar. Durchziehende Kaufleute haben einen guten Blick darauf, und über seine Großartigkeit wird nah und fern berichtet.;;Esta magnífica estructura muestra un gobernante local. Es claramente visible para los comerciantes de visita, y las historias sobre su grandeza viajan muy lejos.;;;;;;;;;x
desc_merchant_harbor_province;A steady influx of merchant ships provide this county with ample opportunity for procuring ships.;Un afflux constant de navires marchands offre à ce comté l'occasion d'obtenir des navires.;Ein steter Zulauf von Handelsschiffen gewährt dieser Grafschaft reichlich Gelegenheit, Schiffe zu erwerben.;;Un flujo constante de buques mercantes proporciona a este condado amplias oportunidades para adquirir buques.;;;;;;;;;x
desc_scholar_foundation_province;Scholar's Foundation;Fondation pour la science;Stiftung für Bildung;;Fundación de estudiosos;;;;;;;;;x
desc_great_library_province;This imposing building contains tomes and scrolls of vast knowledge, scholars from far and wide flock to it in order to study the secrets within.;Cet imposant bâtiment abrite de gros volumes et des manuscrits, et des érudits venus de loin affluent afin d'étudier les secrets qu'ils contiennent.;Dieses imposante Gebäude beherbergt einen wahren Wissensschatz in Form von Büchern und Schriftrollen. Gelehrte aus allen Winkeln der Erde reisen hierher, um sich ihre Geheimnisse anzueignen.;;Este imponente edificio contiene tomos y pergaminos de vastos conocimientos. Estudiosos de lo largo y ancho acuden a ella para estudiar los secretos dentro.;;;;;;;;;x
desc_center_of_worship_province;This county serves as a hub for religious pilgrims from both far and wide.;Ce comté est une pierre angulaire pour les pèlerins venus de loin.;Diese Grafschaft dient religiösen Pilgern aus nah und fern als Zentrum des Glaubens.;;Este condado sirve centro para los peregrinos religiosos tanto de aquí como de otra parte.;;;;;;;;;x
RIP.11718.d;A large number of people from a religious minority has petitioned you for permission to settle in [Root.GetName]. This would likely lead to increased tax revenues, but local religious authorities will disapprove.;Un grand nombre de personnes d'une minorité religieuse vous demande la permission de s'installer en [Root.GetName]. Cela mènerait probablement à une augmentation du revenu d'impôt, mais les autorités religieuses locales désapprouveraient.;Eine große Anzahl von Anhängern einer religiösen Minderheit bittet Euch um Erlaubnis, sich in [Root.GetName] niederzulassen. Dies würde höchstwahrscheinlich zu höheren Steuereinnahmen führen, doch den ansässigen religiösen Autoritäten wäre es ein Dorn im Auge.;;Un gran número de personas de una minoría religiosa te han pedido permiso para instalarse en [Root.GetName]. Es probable que esto aumente los ingresos fiscales, pero las autoridades religiosas locales no lo aprobarán.;;;;;;;;;x
RIP.11718.a;Invite them in!;Invitons-les à entrer !;Ladet sie ein!;;¡Invítales!;;;;;;;;;x
RIP.11718.b;Begone!;Partez !;Hinfort!;;¡Fuera!;;;;;;;;;x
religious_settlement_province;Minority Settlement;Minorité religieuse;Siedlung einer Minderheit;;Asentando minorías;;;;;;;;;x
desc_religious_settlement_province;A large community of religious minorities has settled in this county, their merchants significantly contributing to the commerce of the county.;Une grande communauté d'une minorité religieuse s'est installée dans ce comté. Ses marchands contribuent significativement au commerce de celui-ci.;In dieser Grafschaft hat sich eine große Gemeinde einer religiösen Minderheit niedergelassen, deren Kaufleute die Wirtschaft der Grafschaft bedeutend stärken.;;Una gran comunidad de minorías religiosas se ha asentado en este condado. Sus comerciantes contribuyen significativamente al comercio del condado.;;;;;;;;;x
physician;Renowned Physician;Physicien réputé;Angesehener Arzt;;Médico reconocido;;;;;;;;;x
physician_desc;This character is a renowned practitioner of medicine and a sought after physician - [GetSheHe] would be a welcome addition to the court of any ruler.;Ce personnage est un praticien réputé de la médecine et un physicien recherché. Ce serait un atout pour n'importe quelle cour.;Diese Person ist ein angesehener Mediziner und gefragter Arzt. [GetSheHeCap] würde den Hof jedes Herrschers bereichern.;;Este personaje es un reconocido profesional de la medicina y un médico popular. Supondría una incorporación bienvenida a la corte de cualquier gobernante.;;;;;;;;;x
RIP.110625.d;Your Court Physician, [FromFromFrom.GetFullName], has gained widespread reputation after having worked in your court. [FromFromFrom.GetSheHeCap] is now considered a Renowned Physician.;Votre physicien, [FromFromFrom.GetFullName], a gagné en réputation après avoir travaillé à votre Cour. [FromFromFrom.GetIlElleCap] est à présent considéré[FromFromFrom.GetNoneE] comme un physicien réputé.;[FromFromFrom.GetFullName] hat eine Zeitlang den Posten des Hofarztes an Eurem Hof ausgeübt und sich einen guten Ruf erarbeitet. [FromFromFrom.GetSheHeCap] gilt nun als angesehene[FromFromFrom.GetrMale] [FromFromFrom.GetArztÄrztin].;;Tu médico de la corte, [FromFromFrom.GetFullName], ha ganado amplia reputación después de haber trabajado en tu corte. Ahora se [FromFromFrom.GetHerHim] considera un médico de renombre.;;;;;;;;;x
EVTDESC_RIP_4022;As you ponder new ways to improve your realm, Court Physician [physician_target.GetFirstName] approaches you with an idea. "My [Root.GetTitle], if you were to institute a system of provincial apothecaries, the health of your subjects would improve significantly! In turn, they are sure to be more productive!";Alors que vous réfléchissez à de nouvelles façons d'améliorer votre pays, votre physicien de la Cour [physician_target.GetFirstName] vient vous voir avec une idée. « M[Root.GetOnA] [Root.GetTitle], si vous instituiez un système d'apothicaires provinciaux, la santé de vos sujets serait améliorée significativement ! Il est certain qu'ils seraient plus productifs ! »;Als Ihr über neue Möglichkeiten sinniert, wie Ihr Euer Reich noch besser machen könntet, präsentiert Euch [physician_target.GetFirstName] eine Idee. "[Root.GetTitle], wenn Ihr ein Apothekensystem in den Provinzen aufbauen würdet, würde die Gesundheit Eurer Untertanen beträchtlich davon profitieren! Und im Gegenzug wären sie produktiver!";;"Cuando consideras nuevos modos de mejorar tu reino, el médico de la corte [physician_target.GetFirstName] se te acerca con una idea. "¡Mi [Root.GetTitle], si instituyerais un sistema de boticas provinciales, la salud de vuestros súbditos mejoraría considerablemente! ¡Y a la vez, serían más productivos!".";;;;;;;;;x
