#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#TITLE_CREATION_HAS_OWNER;You are not allowed to create or usurp titles while you hold a Temporary title;;Ihr dürft dieser Fraktion zurzeit nicht beitreten.;;No te está permitido unirte a esta facción ahora.;;;;;;;;;x
CAN_ONLY_JOIN_X_FACTIONS;§ROnly allowed to join §Y$NUM$§! Factions!§!;§RVous ne pouvez rejoindre que §Y$NUM$§! Factions !§!;Ihr dürft nur §Y$NUM$§! Fraktionen beitreten!;;¡Solo puedes unirte a §Y$NUM$§! Facciones!;;;;;;;;;x
EVTDESC_RoI_242;The riders you sent after the diamond return. They explain that the merchant who bought the jewel refused to sell it back, and when they insisted a fight broke out. The merchant has been killed but your men managed to retreive the diamond. As things turned out, you got to keep your money as well...;Les cavaliers que vous avez envoyés à la poursuite du diamant sont revenus. Ils vous expliquent que les marchands qui ont acheté la pierre refusent de la revendre. Lorsqu'ils ont insisté, il y a eu combat. Les marchands ont été tués mais vos hommes ont réussi à récupérer le diamant. Et comme une bonne nouvelle ne vient jamais seule, vous avez pu garder votre argent...;Die Reiter kehren zurück. Sie erklären, dass der Händler sich weigere, den Diamanten wieder zu verkaufen. Als sie darauf bestanden, entbrach ein Kampf. Der Händler wurde getötet, doch Eure Männer erhielten den Diamanten. Wie es scheint, könnt Ihr das Geld nun auch behalten.;;Los jinetes que enviaste regresan. Explican que el mercader que compró tu joya se negó a revenderla y que cuando insistieron se desató una pelea. El mercader ha muerto pero tus hombres han conseguido recuperar el diamante. Como han transcurrido las cosas, también conservas el dinero...;;;;;;;;x
EVTOPTA_RoI_242;I will sleep with it under my pillow.;Je dormirai avec lui sous mon oreiller.;Ich werde mit ihm unter meinem Kissen schlafen!;;Dormiré con él bajo mi almohada.;;;;;;;;x
the_diamond_thief;Diamond thief;Voleur de diamant;Diamantendieb;;Ladrón de diamantes;;;;;;;;x
EVTDESC_RoI_243;You threw the magnificent diamond in the river, but now you miss it terribly. Perhaps it'd still be possible to find if you went and looked?;Vous avez jeté votre magnifique diamant dans le fleuve, mais à présent il vous manque terriblement. Peut-être pourriez-vous retourner le chercher ?;Ihr habt den Diamanten in den Fluss geworfen, vermisst ihn aber nun. Vielleicht findet Ihr ihn wieder, wenn Ihr genau nachseht?;;Arrojaste el magnífico diamante al río, pero ahora lo echas terriblemente de menos. Quizás aún podrías ir a encontrarlo si vas a echar un vistazo.;;;;;;;;x
EVTOPTA_RoI_243;It's not too late to correct my mistake. We will search for it!;Il n'est pas trop tard pour rectifier mon erreur. Nous le retrouverons !;Es ist noch nicht zu spät - wir werden suchen!;;No es demasiado tarde para enderezar mi error. ¡Lo buscaremos!;;;;;;;;x
EVTOPTB_RoI_243;Leave it be.;Non, laissons-le là.;Lasst es bleiben.;;Déjalo estar.;;;;;;;;x
EVTDESC_RoI_244;You send your men to search the river where you threw the diamond in, but to no avail. Frustrated, you dive in yourself. You wade and swim back and forth, searching for hours, but it's useless, you just can't find it.;Vous envoyez vos hommes fouiller le fleuve là où vous avez jeté le diamant, mais aucune trace. De frustration, vous décidez de plonger vous-même. Vous plongez ainsi pendant plusieurs heures mais c'est inutile, le diamant est introuvable.;Ihr entsendet Männer, um den Fluss abzusuchen, doch ohne Erfolg. Frustriert taucht Ihr schließlich selbst hinab. Ihr watet und schwimmt hin und her, sucht stundenlang, doch es ist nutzlos: Finden könnt Ihr nichts.;;Envías a tus hombres a buscar en el río donde lo arrojaste, pero sin suerte. Frustrado, saltas al agua. Te sumerges y nadas arriba y abajo, buscando durante horas, pero es inútil, no puedes encontrarlo.;;;;;;;;x
EVTOPTA_RoI_244;It's gone!;Il a disparu !;Er ist verschwunden!;;¡Ha desaparecido!;;;;;;;;x
EVTDESC_RoI_245;One morning when you wake up, you realize that your precious diamond is gone! Someone has stolen it while you were sleeping, from your very bedchamber.;Un matin alors que vous vous réveillez, vous constatez que votre précieux diamant a disparu ! Quelqu'un l'a volé pendant que vous dormiez ! Quelqu'un est allé jusqu'à s'introduire dans votre chambre !;Eines Morgens wacht Ihr auf und bemerkt: Euer Diamant ist verschwunden. Jemand hat ihn gestohlen, während Ihr geschlafen habt... direkt aus Eurem Schlafgemach!;;¡Una mañana al levantarte, te das cuenta de que tu precioso diamante ha desaparecido! Alguien lo ha robado mientras dormías, en tu propio dormitorio.;;;;;;;;x
EVTOPTA_RoI_245;It must have been my wife!;C'est certainement ma femme !;Es muss meine Frau gewesen sein!;;¡Debe de haber sido mi esposa!;;;;;;;;x
EVTOPTB_RoI_245;It must have been my own blood who did it!;C'est certainement quelqu'un de mon sang !;Es muss jemand meines Blutes gewesen sein!;;¡Debe de haber sido alguien de mi propia sangre!;;;;;;;;x
EVTOPTC_RoI_245;I know it was someone on my council!;C'est certainement quelqu'un du Conseil !;Ich weiß, dass es jemand aus meinem Rat war!;;¡Sé que ha sido alguien del consejo!;;;;;;;;x
EVTDESC_RoI_247;[From.GetTitledFirstName] is very upset at your accusation. You hold [From.GetHerHim] in the dungeon while [From.GetHerHim] quarters are searched, but nothing is found. After a while, you start to doubt - perhaps you were mistaken in your suspicion?;[From.GetTitledFirstName] réagit très mal à votre accusation. Vous l'emprisonnez pendant que ses quartiers subissent une fouille en règle. Mais les recherches ne donnent rien. Après un certain temps, vous commencez à douter. Peut-être vos soupçons étaient-ils infondés ?;[From.GetTitledFirstName] ist sehr ungehalten über Eure Anschuldigung. [From.GetSheHeCap] wird in den Kerker gesperrt, während die Gemächer durchsucht werden, doch nichts wird gefunden. Nach einer Weile kommen Euch Zweifel: Vielleicht war Euer Misstrauen unangebracht?;;[From.GetTitledFirstName] se molesta enormemente por tu acusación. [From.GetSheHe] permanece en un calabozo mientras sus aposentos son registrados, pero no se encuentra nada. Tras un tiempo, comienzas a dudar - ¿puede que te hayas equivocado con tus sospechas?;;;;;;;;x
EVTOPTA_RoI_247;It seems to me that [From.GetSheHe] is innocent.;Il me semble qu'[From.GetIlElle] n'a rien volé du tout.;Es scheint, dass [From.GetSheHe] unschuldig ist.;;Parece que es inocente.;;;;;;;;x
EVTOPTB_RoI_247;No, [From.GetSheHe] must be guilty - execute [From.GetHerHim]!;Non, [From.GetIlElle] est certainement coupable, qu'on l'exécute !;Nein, [From.GetSheHe] muss schuldig sein - veranlasst die Hinrichtung!;;No, debe ser culpable. ¡Acabad con [From.GetSheHe]!;;;;;;;;x
thugs_rampant;Strange disappearances...;D'étranges disparitions...;Seltsames Verschwinden...;;Extrañas desapariciones...;;;;;;;;x
EVTDESC_RoI_147;My [Root.GetLordLady], there is a mysterious plague on our province of [From.GetName]. Many travellers and caravans have been disappearing, much more than would be a normal toll of robbers, accidents and disease.;M[Root.GetOnA][Root.GetLordLady], une mystérieuse épidémie ravage notre province de [From.GetName]. De nombreux voyageurs et de nombreuses caravanes ont disparu, et les possibilités de vols, d'accidents et de maladie ne suffisent pas à expliquer cela.;Oh [Root.GetLordLady], in [From.GetName] gibt es eine unheimliche Plage. Viele Reisende und Karawanen sind verschwunden, weitaus mehr, als normalerweise der Räuberei, Unfällen und Krankheiten zum Opfer fallen.;;Mi [Root.GetLordLady], hay una misteriosa plaga en nuestra provincia de [From.GetName]. Muchos viajeros y caravanas han desaparecido, muchos más de los que suelen ser víctima de robos, accidentes y enfermedades.;;;;;;;;x
EVTOPTA_RoI_147;We should investigate.;Nous devons enquêter.;Das sollten wir untersuchen.;;Debemos investigar.;;;;;;;;x
EVTOPTB_RoI_147;The sufferings of commoners are nothing to me.;Les souffrances du peuple ne sont rien pour moi.;Das Leid der Gemeinen interessiert mich nicht.;;Los sufrimientos de los comunes no me importan.;;;;;;;;x
EVTDESC_RoI_148;The agents that we sent out to investigate the unknown menace on the roads have disappeared without trace. We haven't heard from them in months.;Les agents que nous avons envoyés sur place pour enquêter sur cette menace inconnue qui plane sur les routes ont disparu sans laisser de traces. Cela fait des mois qu'ils n'ont pas donné de nouvelles.;Die Spione, die wir aussandten, um die unbekannte Gefahr auf den Straßen zu untersuchen, sind spurlos verschwunden. Wir haben seit Monaten nichts mehr von ihnen gehört.;;Los agentes que enviamos a investigar la amenaza desconocida han desaparecido sin dejar rastro. No hemos sabido nada de ellos en meses.;;;;;;;;x
EVTOPTA_RoI_148;We must continue our investigations. But send larger, armed parties.;Nous devons poursuivre nos recherches. Cette fois, envoyez des groupes plus importants et armés.;Wir müssen mit unseren Untersuchungen fortfahren. Schickt größere, bewaffnete Gruppen.;;Debemos continuar nuestras investigaciones. Pero enviad partidas armadas y mayores.;;;;;;;;x
EVTOPTB_RoI_148;Burn farms and hang peasants until the truth comes out.;Brûlez les fermes et pendez les paysans jusqu'à ce la vérité sorte.;Brennt Höfe nieder und hängt die Bauern, bis die Wahrheit ans Licht kommt.;;Quemad las granjas y colgad campesinos hasta que se desvele la verdad.;;;;;;;;x
EVTOPTC_RoI_148;Give up, this is clearly hopeless.;Oubliez cela, c'est clairement une impasse.;Gebt auf, das ist hoffnungslos.;;Abandonad, es ciertamente inútil.;;;;;;;;x
EVTDESC_RoI_149;We have spread much terror and woe in the countryside, my [Root.GetLordLady], and the peasants now seem sufficiently cowed. However, there is no new information on the mysterious disappearances. It would seem that the peasants really know nothing about it.;Nous avons répandu la terreur et le malheur dans nos terres, M[Root.GetOnA][Root.GetLordLady], et les paysans ne sont pas suffisamment intimidés. Cependant, on n'a pas constaté de nouvelles disparitions. Après tout, il semble que les paysans n'étaient au courant de rien.;Wir haben Angst und Schrecken unter den Bauern verbreitet, m[Root.Geteineine] [Root.GetLordLady]. Doch es gibt keine neuen Informationen über die Verschwundenen. Es scheint, als würden die Bauern wirklich nichts darüber wissen.;;Hemos sembrado el terror y la pena en el campo, mi [Root.GetLordLady], y tus campesinos parecen suficientemente amansados. Pero no hay más información acerca de las misteriosas desapariciones. Parece que los campesinos no sabían nada al respecto.;;;;;;;;x
EVTOPTA_RoI_149;Pay them some compensation. We shall try another strategy.;Payons-leur une compensation. Essayons une autre stratégie.;Bezahlt ein wenig als Wiedergutmachung. Wir probieren etwas anderes.;;Pagadles en compensación. Debemos intentar otra táctica.;;;;;;;;x
EVTOPTB_RoI_149;No one is wholly innocent. Now let's forget this matter.;Personne n'est totalement innocent. Non, oublions toute cette histoire.;Niemand ist unschuldig. Nun vergesst die Angelegenheit.;;Nadie es completamente inocente. Olvidemos este asunto.;;;;;;;;x
EVTDESC_RoI_150;My [Root.GetLordLady], the problem of the disappearing caravans persists. Perhaps we should try sending large parties of soldiers to scout after all?;M[Root.GetOnA][Root.GetLordLady], des caravanes continuent de disparaître. Nous devrions peut-être envoyer d'importants groupes de soldats en éclaireurs ?;Oh [Root.GetLordLady], das Problem verschwindender Karawanen besteht weiter. Vielleicht sollten wir nach alldem große Soldatengruppen aussenden?;;Mi [Root.GetLordLady], el problema de las caravanas que desaparecen continúa. ¿Quizás debiéramos enviar grandes partidas de soldados a explorar?;;;;;;;;x
EVTOPTA_RoI_150;Very well, send out armed riders.;Très bien, envoyez des cavaliers armés.;Sehr gut, entsendet bewaffnete Reiter.;;Muy bien, enviad jinetes armados.;;;;;;;;x
EVTOPTB_RoI_150;No, we will offer a large money reward for information.;Non, nous proposerons une large récompense contre toute information.;Nein, wir bieten viel Geld für Informationen.;;No, ofreceremos una gran recompensa por la información.;;;;;;;;x
EVTDESC_RoI_151;A young traveller has come forward, claiming he has important information about the disappearing caravans. He says he wants the gold reward, but asks to see you personally.;Un jeune voyageur se présente et déclare qu'il possède des informations importantes au sujet de la disparition des caravanes. Il dit vouloir la récompense mais demande à vous voir en personne.;Ein junger Reisender ist vorgetreten und behauptet, er habe wichtige Informationen über die verschwundenen Karawanen. Er sagt, er wolle die Belohnung in Gold und werde nur mit Euch sprechen.;;Un joven viajero ha llegado, afirma que tiene información importante acerca de las desapariciones. Dice que quiere la recompensa, pero pide verte en persona.;;;;;;;;x
EVTOPTA_RoI_151;Very well, admit him.;Très bien, faites-le entrer.;Gut, gut, lasst ihn vor.;;Muy bien, lo admito.;;;;;;;;x
EVTNAME_RoI_152;A visitor...;Un visiteur...;Ein Besucher...;;Un visitante...;;;;;;;;x
EVTDESC_RoI_152;The young man enters the throne room, looking around cautiously. He looks up and says he has brought good information, then reaches inside his jacket. He pulls out... a throwing knife! He throws it at you, shouting: 'Our Mother Kali will harvest what is hers!' [From.GetFullName] reacts and throws [From.GetHerselfHimself] in front of you, saving your life but sacrificing [From.GetHerHis] own, with a knife through the heart. The strange youth quickly escapes, running past the surprised guards.;Le jeune homme entre dans la salle du trône en jetant des regards inquiets autour de lui. Il vous regarde et déclare que ses informations sont bonnes. Puis il passe la main dans l'intérieur de sa veste. Il en sort... Un couteau de lancer ! Il le lance sur vous en hurlant «Notre mère Kali prendra ce qui est à elle !» [From.GetFullName] réagit en se jetant devant vous : vous êtes en vie mais [From.GetFullName] trouve la mort, un couteau planté dans la poitrine. Le jeune homme prend la fuite en se faufilant parmi les gardes médusés.;Der junge Mann betritt sich misstrauisch umschauend den Thronsaal. Er schaut auf und meint, er bringe gute Informationen. Dann greift er in sein Gewand und zieht ... ein Wurfmesser hervor! Er wirft es und schreit: "Mutter Kali wird ernten, was ihr zusteht!" [From.GetFullName] reagiert und wirft sich, Euer Leben rettend, vor Euch, doch das [From.GetHerHis]e opfernd, mit einem Messer im Herzen. Der fremde Jüngling entkommt, als er zwischen den überraschten Wachen hindurch rennt.;;El joven entra en el salón del trono, mirando a su alrededor con cautela. Mira y dice que trae información veraz, busca en su chaqueta. ¡Saca... un cuchillo arrojadizo! Te lo lanza, gritando '¡Nuestra Madre Kali obtendrá lo que es suyo!' [From.GetFullName] reacciona interponiéndose y salvando tu vida, aunque perdiendo la suya, con un cuchillo en el corazón. El extraño joven escapa, corriendo entre los sorprendidos guardias.;;;;;;;;;;x
EVTOPTA_RoI_152;[From.GetTitledFirstName] saved me from the assassin!;[From.GetTitledFirstName] a donné sa vie pour moi !;[From.GetTitledFirstName] hat mich vor dem Meuchelmörder gerettet!;;¡[From.GetTitledFirstName] me ha salvado del asesino!;;;;;;;;x
EVTDESC_RoI_153;A council is held after the assassination attempt. Your advisors all agree that this menace must be dealt with forcefully.;Un conseil est tenu après la tentative d'assassinat. Vos conseillers sont tous d'accord pour dire que cette menace doit donner lieu à une réponse forte.;Ein Rat wird nach dem Mordversuch abgehalten. Eure Berater stimmen darin überein, dass der Bedrohung Einhalt geboten werden müsse.;;Se celebra un consejo tras el intento de asesinato. Tus consejeros acuerdan que esta amenaza ha de gestionarse con fuerza.;;;;;;;;x
EVTOPTA_RoI_153;Yes, send out the troops.;Oui, envoyez les troupes.;Ja, entsendet die Truppen.;;Sí, enviad las tropas.;;;;;;;;x
EVTOPTB_RoI_153;No, this is too dangerous. Leave it be.;Non, c'est trop dangereux. Restons-en là.;Nein, zu gefährlich. Lasst es sein.;;No, es muy peligroso. Déjalo estar.;;;;;;;;x
EVTDESC_RoI_155;Your riders have still not been able to find any clues regarding the attacks, though at least the caravans they accompany in strength are safe. Also, it has been noted that short-range caravans seem to never be attacked in the same way, only the longer-travelling ones. Strange.;Vos cavaliers n'ont toujours trouvé aucun indice concernant les attaques. Au moins, les caravanes qu'ils escortent sont en sécurité. Vous avez également remarqué que les caravanes qui effectuent de courts trajets semble ne jamais être attaquées, seulement celles qui parcourent de longues routes. Étrange.;Eure Reiter waren noch immer nicht fähig, irgendwelche Hinweise zu den Angriffen zu finden. Doch zumindest sind die Karawanen sicher. Zudem wurde bemerkt, dass Karawanen, die kurze Strecken zurücklegten, niemals auf diese Weise angegriffen wurden, nur die, die lange Wege vor sich hatten. Seltsam!;;Tus jinetes siguen sin encontrar pistas sobre los ataques, aunque al menos la caravana que han escoltado está a salvo. También se han dado cuenta de que las caravanas de corto recorrido no son atacadas, sólo las de larga distancia. Extraño.;;;;;;;;x
